# pearycli > acquire
# Software version: peary v0.11.0+607^g2933fc7b
# Firmware version: Firmware version: 0x00000000 (0/0/2000 0:0:0)
# Register state: 
# H2M: acq_mode:2, acq_start:0, analog_out_ctrl:0, bgr_iref_trim:3, bgr_res_0:2, bgr_res_1:1, bgr_res_2:1, conf:0, dac_ibias:37, dac_ikrum:21, dac_itrim:35, dac_vref:100, dac_vthr:98, dac_vtpulse:0, digital_out_ctrl:1, enable_bridge:255, latency:0, link_shutter_tp:0, matrix_ctrl:0, px_cnt_r_0:0, px_cnt_r_1:0, px_cnt_r_10:0, px_cnt_r_11:0, px_cnt_r_12:0, px_cnt_r_13:0, px_cnt_r_14:0, px_cnt_r_15:0, px_cnt_r_16:0, px_cnt_r_17:0, px_cnt_r_18:0, px_cnt_r_19:0, px_cnt_r_2:0, px_cnt_r_20:0, px_cnt_r_21:0, px_cnt_r_22:0, px_cnt_r_23:0, px_cnt_r_24:0, px_cnt_r_25:0, px_cnt_r_26:0, px_cnt_r_27:0, px_cnt_r_28:0, px_cnt_r_29:0, px_cnt_r_3:0, px_cnt_r_30:0, px_cnt_r_31:0, px_cnt_r_32:0, px_cnt_r_33:0, px_cnt_r_34:0, px_cnt_r_35:0, px_cnt_r_36:0, px_cnt_r_37:0, px_cnt_r_38:0, px_cnt_r_39:0, px_cnt_r_4:0, px_cnt_r_40:0, px_cnt_r_41:0, px_cnt_r_42:0, px_cnt_r_43:0, px_cnt_r_44:0, px_cnt_r_45:0, px_cnt_r_46:0, px_cnt_r_47:0, px_cnt_r_48:0, px_cnt_r_49:0, px_cnt_r_5:0, px_cnt_r_50:0, px_cnt_r_51:0, px_cnt_r_52:0, px_cnt_r_53:0, px_cnt_r_54:0, px_cnt_r_55:0, px_cnt_r_56:0, px_cnt_r_57:0, px_cnt_r_58:0, px_cnt_r_59:0, px_cnt_r_6:0, px_cnt_r_60:0, px_cnt_r_61:0, px_cnt_r_62:0, px_cnt_r_63:0, px_cnt_r_7:0, px_cnt_r_8:0, px_cnt_r_9:0, shutter_select:0, shutter_tp_lat:16, tp_num:0, tp_off:0, tp_on:0, tp_polarity:1, tp_sel_digital:0, 
# Timestamp: 17:09:20.257
===== 0 =====
0,5,2,87
0,10,2,254
0,13,2,26
1,0,2,204
1,4,2,11
1,5,2,34
1,9,2,3
1,10,2,1
1,15,2,254
2,4,2,50
2,6,2,103
2,9,2,220
2,12,2,39
2,13,2,1
2,15,2,1
3,3,2,10
3,6,2,9
3,9,2,254
3,10,2,2
3,14,2,2
4,0,2,5
4,1,2,19
4,2,2,1
4,3,2,1
4,5,2,3
4,8,2,254
4,11,2,27
4,12,2,73
4,13,2,22
4,14,2,254
4,15,2,254
5,0,2,13
5,4,2,3
5,5,2,254
5,6,2,254
5,10,2,1
5,12,2,1
5,13,2,1
5,15,2,30
6,1,2,254
6,2,2,3
6,3,2,7
6,4,2,254
6,7,2,109
6,8,2,16
6,9,2,254
6,14,2,5
7,1,2,6
7,3,2,254
7,4,2,1
7,5,2,15
7,6,2,57
7,7,2,160
7,11,2,254
7,14,2,254
8,0,2,69
8,1,2,198
8,5,2,115
8,6,2,3
8,7,2,3
8,9,2,24
8,12,2,179
8,15,2,2
9,0,2,144
9,2,2,111
9,5,2,254
9,6,2,2
9,7,2,54
9,9,2,254
9,10,2,2
9,14,2,8
10,0,2,1
10,2,2,2
10,3,2,1
10,4,2,8
10,5,2,254
10,7,2,1
10,9,2,149
10,11,2,1
10,12,2,6
10,13,2,254
11,0,2,8
11,2,2,2
11,3,2,1
11,4,2,54
11,5,2,254
11,7,2,1
12,3,2,98
12,4,2,4
12,5,2,1
12,7,2,214
12,11,2,2
13,0,2,3
13,1,2,72
13,2,2,3
13,3,2,43
13,4,2,254
13,5,2,3
13,6,2,16
13,7,2,111
13,8,2,13
13,9,2,2
13,11,2,3
13,13,2,7
13,14,2,78
14,1,2,18
14,4,2,1
14,5,2,137
14,6,2,13
14,7,2,254
14,8,2,232
14,10,2,21
14,12,2,254
14,13,2,27
14,15,2,39
15,3,2,2
15,5,2,101
15,7,2,22
15,8,2,1
15,9,2,39
15,15,2,117
16,0,2,254
16,2,2,10
16,4,2,254
16,12,2,20
16,13,2,254
16,15,2,2
17,2,2,254
17,3,2,7
17,4,2,32
17,8,2,12
17,10,2,73
17,11,2,1
17,13,2,1
18,0,2,3
18,1,2,4
18,2,2,141
18,4,2,4
18,5,2,254
18,6,2,13
18,8,2,3
18,11,2,5
18,12,2,254
18,13,2,3
18,14,2,254
18,15,2,4
19,0,2,254
19,1,2,24
19,4,2,254
19,6,2,254
19,8,2,3
19,10,2,31
19,13,2,6
19,15,2,254
20,1,2,254
20,3,2,7
20,7,2,15
20,8,2,254
20,10,2,48
20,12,2,54
20,13,2,254
20,15,2,253
21,0,2,74
21,2,2,2
21,5,2,10
21,6,2,44
21,10,2,64
21,12,2,22
21,13,2,8
21,15,2,254
22,0,2,2
22,2,2,4
22,4,2,254
22,7,2,1
22,10,2,58
22,11,2,18
22,13,2,2
22,15,2,4
23,1,2,254
23,3,2,1
23,5,2,196
23,6,2,20
23,12,2,254
23,13,2,208
24,0,2,5
24,3,2,104
24,4,2,104
24,5,2,4
24,6,2,16
24,8,2,21
24,9,2,254
24,10,2,13
24,14,2,2
25,1,2,14
25,2,2,63
25,3,2,14
25,4,2,1
25,5,2,254
25,6,2,31
25,7,2,1
25,9,2,71
25,10,2,16
25,12,2,1
25,13,2,57
25,14,2,10
26,0,2,7
26,1,2,254
26,2,2,1
26,4,2,93
26,5,2,69
26,6,2,3
26,7,2,11
26,8,2,254
26,9,2,4
26,12,2,36
26,15,2,1
27,0,2,126
27,1,2,254
27,4,2,8
27,10,2,1
27,15,2,25
28,0,2,28
28,4,2,31
28,5,2,7
28,6,2,4
28,7,2,1
28,9,2,175
28,12,2,2
28,13,2,4
28,14,2,76
28,15,2,104
29,0,2,16
29,1,2,34
29,2,2,3
29,3,2,30
29,7,2,2
29,8,2,254
29,12,2,6
29,13,2,1
29,14,2,3
29,15,2,2
30,1,2,2
30,2,2,1
30,4,2,6
30,5,2,14
30,6,2,104
30,7,2,90
30,9,2,16
30,13,2,13
31,1,2,24
31,2,2,54
31,5,2,254
31,7,2,53
31,8,2,7
31,9,2,3
31,10,2,60
31,12,2,46
31,13,2,5
31,14,2,28
31,15,2,254
32,0,2,1
32,1,2,14
32,2,2,254
32,3,2,7
32,5,2,254
32,6,2,2
32,7,2,11
32,9,2,174
32,10,2,36
32,11,2,21
32,12,2,6
32,13,2,245
33,1,2,254
33,3,2,160
33,4,2,149
33,7,2,15
33,8,2,3
33,11,2,3
33,13,2,254
33,14,2,24
33,15,2,3
34,0,2,254
34,1,2,254
34,2,2,254
34,3,2,2
34,4,2,138
34,5,2,5
34,6,2,1
34,7,2,254
34,8,2,5
34,10,2,254
34,11,2,9
34,12,2,18
34,15,2,44
35,0,2,1
35,1,2,137
35,4,2,26
35,5,2,91
35,6,2,1
35,7,2,3
35,9,2,3
35,10,2,254
36,0,2,254
36,6,2,2
36,7,2,254
36,8,2,8
36,9,2,4
36,10,2,1
36,11,2,1
37,2,2,8
37,3,2,1
37,4,2,1
37,5,2,7
37,6,2,3
37,8,2,7
37,10,2,17
37,11,2,1
37,14,2,1
37,15,2,7
38,2,2,30
38,4,2,20
38,5,2,17
38,6,2,254
38,7,2,1
38,8,2,11
38,9,2,11
38,10,2,12
38,14,2,195
39,0,2,1
39,1,2,4
39,3,2,1
39,5,2,1
39,7,2,1
39,8,2,44
39,9,2,17
39,10,2,10
39,11,2,1
39,13,2,1
39,15,2,4
40,0,2,32
40,1,2,188
40,2,2,3
40,4,2,10
40,5,2,4
40,6,2,41
40,8,2,54
40,9,2,1
40,11,2,5
40,12,2,53
40,15,2,1
41,1,2,52
41,2,2,127
41,3,2,28
41,5,2,230
41,6,2,3
41,8,2,35
41,9,2,254
41,10,2,80
41,12,2,4
41,13,2,249
41,14,2,1
41,15,2,1
42,2,2,1
42,3,2,254
42,5,2,254
42,7,2,2
42,11,2,10
42,13,2,8
42,15,2,8
43,0,2,28
43,1,2,160
43,4,2,2
43,6,2,22
43,7,2,2
43,8,2,12
43,9,2,254
43,10,2,23
43,11,2,6
43,13,2,1
43,14,2,254
44,0,2,77
44,2,2,28
44,3,2,14
44,10,2,1
44,11,2,22
44,13,2,5
44,14,2,32
44,15,2,254
45,0,2,167
45,1,2,254
45,6,2,254
45,12,2,153
46,0,2,238
46,4,2,8
46,6,2,11
46,8,2,254
46,10,2,70
46,12,2,2
46,13,2,254
46,15,2,3
47,5,2,3
47,7,2,5
47,11,2,12
47,12,2,9
47,13,2,91
47,15,2,2
48,0,2,5
48,1,2,3
48,2,2,56
48,4,2,4
48,6,2,195
48,8,2,14
49,2,2,23
49,3,2,254
49,4,2,36
49,5,2,52
49,6,2,64
49,7,2,1
49,8,2,45
49,9,2,111
49,11,2,14
49,12,2,21
49,13,2,30
49,14,2,6
50,0,2,18
50,1,2,12
50,2,2,4
