# pearycli > acquire
# Software version: peary v0.13.0+105^g868f5dba
# Firmware version: Firmware version: 0x00000000 (0/0/2000 0:0:0)
# Register state: 
# H2M: acq_mode:2, acq_start:0, analog_out_ctrl:0, bgr_iref_trim:3, bgr_res_0:2, bgr_res_1:1, bgr_res_2:1, conf:0, dac_ibias:37, dac_ikrum:10, dac_itrim:35, dac_vref:100, dac_vthr:146, dac_vtpulse:0, digital_out_ctrl:1, enable_bridge:255, latency:0, link_shutter_tp:0, matrix_ctrl:0, px_cnt_r_0:0, px_cnt_r_1:0, px_cnt_r_10:0, px_cnt_r_11:0, px_cnt_r_12:0, px_cnt_r_13:0, px_cnt_r_14:0, px_cnt_r_15:0, px_cnt_r_16:0, px_cnt_r_17:0, px_cnt_r_18:0, px_cnt_r_19:0, px_cnt_r_2:0, px_cnt_r_20:0, px_cnt_r_21:0, px_cnt_r_22:0, px_cnt_r_23:0, px_cnt_r_24:0, px_cnt_r_25:0, px_cnt_r_26:0, px_cnt_r_27:0, px_cnt_r_28:0, px_cnt_r_29:0, px_cnt_r_3:0, px_cnt_r_30:0, px_cnt_r_31:0, px_cnt_r_32:0, px_cnt_r_33:0, px_cnt_r_34:0, px_cnt_r_35:0, px_cnt_r_36:0, px_cnt_r_37:0, px_cnt_r_38:0, px_cnt_r_39:0, px_cnt_r_4:0, px_cnt_r_40:0, px_cnt_r_41:0, px_cnt_r_42:0, px_cnt_r_43:0, px_cnt_r_44:0, px_cnt_r_45:0, px_cnt_r_46:0, px_cnt_r_47:0, px_cnt_r_48:0, px_cnt_r_49:0, px_cnt_r_5:0, px_cnt_r_50:0, px_cnt_r_51:0, px_cnt_r_52:0, px_cnt_r_53:0, px_cnt_r_54:0, px_cnt_r_55:0, px_cnt_r_56:0, px_cnt_r_57:0, px_cnt_r_58:0, px_cnt_r_59:0, px_cnt_r_6:0, px_cnt_r_60:0, px_cnt_r_61:0, px_cnt_r_62:0, px_cnt_r_63:0, px_cnt_r_7:0, px_cnt_r_8:0, px_cnt_r_9:0, shutter_select:0, shutter_tp_lat:16, tp_num:0, tp_off:0, tp_on:0, tp_polarity:1, tp_sel_digital:0, 
# Timestamp: 17:32:10.468
===== 0 =====
32,13,2,1
53,1,2,1
62,11,2,1
63,10,2,1
===== 1 =====
20,6,2,2
27,12,2,3
42,14,2,2
===== 2 =====
9,6,2,1
17,13,2,1
22,2,2,1
===== 3 =====
2,3,2,2
3,15,2,1
13,8,2,2
27,7,2,1
52,5,2,1
58,12,2,1
===== 4 =====
2,1,2,2
39,14,2,1
49,3,2,1
61,13,2,1
===== 5 =====
12,15,2,1
26,4,2,2
40,14,2,2
56,14,2,1
===== 6 =====
1,11,2,1
15,8,2,2
40,15,2,1
43,4,2,1
44,12,2,1
50,14,2,2
===== 7 =====
11,11,2,2
24,7,2,1
26,4,2,1
33,4,2,2
35,13,2,1
36,14,2,1
40,1,2,1
41,6,2,1
49,7,2,1
53,0,2,2
===== 8 =====
7,7,2,1
8,6,2,2
22,3,2,1
23,8,2,2
25,8,2,1
43,5,2,1
51,13,2,1
===== 9 =====
0,6,2,1
5,13,2,3
9,9,2,1
15,13,2,1
16,9,2,3
48,13,2,1
60,4,2,1
62,10,2,1
===== 10 =====
0,11,2,2
21,2,2,2
24,11,2,1
33,2,2,1
41,3,2,1
48,7,2,2
55,6,2,2
60,14,2,1
===== 11 =====
25,0,2,3
46,3,2,1
48,3,2,1
51,4,2,1
===== 12 =====
18,0,2,1
18,5,2,1
21,10,2,1
37,8,2,2
47,0,2,1
===== 13 =====
8,5,2,1
19,11,2,1
30,4,2,1
35,5,2,2
39,6,2,3
40,8,2,1
46,1,2,1
51,13,2,1
===== 14 =====
1,5,2,1
15,5,2,1
25,1,2,1
51,1,2,1
===== 15 =====
21,8,2,1
43,6,2,1
55,2,2,2
57,1,2,1
59,2,2,1
===== 16 =====
22,3,2,1
37,3,2,1
39,6,2,2
47,15,2,1
48,5,2,1
48,7,2,1
57,15,2,1
===== 17 =====
1,15,2,1
4,0,2,1
25,15,2,1
35,15,2,1
54,1,2,1
===== 18 =====
26,3,2,2
28,12,2,1
32,15,2,1
62,2,2,2
===== 19 =====
3,6,2,1
15,8,2,1
21,0,2,4
21,4,2,3
23,4,2,1
35,10,2,1
47,2,2,1
===== 20 =====
13,10,2,1
18,13,2,1
24,1,2,1
40,15,2,1
42,9,2,1
===== 21 =====
29,9,2,1
31,3,2,1
53,4,2,1
===== 22 =====
14,2,2,2
14,11,2,1
14,13,2,1
18,5,2,1
28,11,2,1
43,9,2,1
56,15,2,1
===== 23 =====
7,9,2,1
56,15,2,3
59,0,2,1
===== 24 =====
6,0,2,1
6,9,2,2
28,7,2,1
32,14,2,2
45,13,2,2
52,9,2,2
===== 25 =====
6,14,2,2
13,6,2,1
14,13,2,1
20,11,2,1
30,0,2,1
35,13,2,2
37,10,2,1
63,5,2,1
63,9,2,1
===== 26 =====
0,3,2,1
5,6,2,1
22,9,2,1
28,8,2,1
37,2,2,2
53,5,2,1
56,7,2,2
===== 27 =====
6,2,2,2
18,3,2,1
24,12,2,2
34,4,2,2
34,12,2,1
36,14,2,1
===== 28 =====
1,4,2,1
7,5,2,1
18,6,2,2
24,14,2,1
55,10,2,2
===== 29 =====
2,8,2,2
14,0,2,2
17,4,2,1
30,15,2,1
41,12,2,1
47,8,2,1
48,2,2,1
57,10,2,1
===== 30 =====
16,4,2,2
26,15,2,2
32,8,2,2
54,5,2,1
62,0,2,1
===== 31 =====
13,0,2,1
24,9,2,1
27,5,2,1
34,2,2,2
38,6,2,2
46,1,2,2
46,10,2,1
46,14,2,1
47,9,2,1
54,11,2,1
56,14,2,1
60,15,2,1
===== 32 =====
2,14,2,1
31,9,2,1
36,11,2,1
60,15,2,1
===== 33 =====
0,12,2,2
4,3,2,1
12,10,2,1
18,12,2,1
45,13,2,1
57,3,2,5
57,13,2,1
59,5,2,1
61,11,2,1
62,6,2,1
===== 34 =====
2,3,2,1
5,6,2,1
20,9,2,1
25,0,2,2
26,11,2,1
40,11,2,1
52,1,2,1
54,11,2,1
61,15,2,2
===== 35 =====
49,11,2,1
52,12,2,1
61,4,2,1
===== 36 =====
9,6,2,1
24,0,2,1
50,0,2,1
53,11,2,1
61,13,2,1
===== 37 =====
1,0,2,1
7,6,2,2
16,10,2,2
45,13,2,2
56,13,2,1
58,8,2,1
62,3,2,1
63,8,2,1
===== 38 =====
13,15,2,1
19,12,2,1
22,12,2,2
25,12,2,1
27,11,2,1
34,11,2,2
37,2,2,1
44,14,2,1
53,9,2,1
===== 39 =====
6,13,2,1
10,8,2,1
23,14,2,2
32,13,2,1
38,8,2,1
58,9,2,2
===== 40 =====
42,8,2,1
55,1,2,1
===== 41 =====
0,6,2,2
6,11,2,2
15,4,2,1
17,2,2,2
50,15,2,1
55,11,2,1
58,11,2,1
===== 42 =====
3,15,2,2
11,1,2,1
32,12,2,1
38,4,2,2
57,1,2,1
61,14,2,2
===== 43 =====
5,1,2,1
16,5,2,2
16,15,2,1
23,3,2,1
33,4,2,1
39,2,2,1
39,8,2,1
===== 44 =====
0,9,2,1
2,9,2,2
22,7,2,2
35,7,2,1
===== 45 =====
17,7,2,1
18,0,2,1
23,5,2,1
26,10,2,1
27,5,2,1
47,4,2,1
48,15,2,1
58,10,2,3
===== 46 =====
14,8,2,1
17,15,2,2
34,7,2,2
36,2,2,1
43,10,2,1
59,13,2,1
===== 47 =====
12,4,2,1
16,15,2,1
34,0,2,1
38,14,2,2
39,7,2,1
52,7,2,1
57,1,2,1
===== 48 =====
4,9,2,1
22,4,2,2
36,15,2,1
56,11,2,1
60,3,2,3
===== 49 =====
6,14,2,2
43,4,2,1
47,9,2,1
52,13,2,2
63,15,2,1
===== 50 =====
16,5,2,1
29,13,2,1
54,11,2,1
===== 51 =====
2,2,2,1
6,12,2,1
7,2,2,1
45,2,2,3
===== 52 =====
9,0,2,2
10,11,2,1
18,10,2,3
30,1,2,1
41,8,2,1
===== 53 =====
14,3,2,2
15,12,2,1
51,8,2,1
57,2,2,1
===== 54 =====
6,2,2,1
13,3,2,1
22,15,2,1
32,4,2,1
57,15,2,1
===== 55 =====
45,4,2,1
59,15,2,2
===== 56 =====
7,10,2,1
9,14,2,1
15,7,2,2
17,10,2,1
29,6,2,4
44,0,2,1
===== 57 =====
17,5,2,1
26,10,2,1
49,12,2,1
58,9,2,1
60,15,2,2
62,5,2,1
===== 58 =====
1,14,2,1
17,11,2,2
20,8,2,1
38,13,2,1
51,14,2,1
===== 59 =====
8,12,2,1
29,14,2,1
34,15,2,3
38,12,2,1
40,1,2,1
45,7,2,2
47,14,2,1
51,5,2,1
58,2,2,2
===== 60 =====
8,11,2,1
9,8,2,3
21,15,2,1
25,13,2,1
39,3,2,2
61,2,2,1
===== 61 =====
9,13,2,1
18,4,2,2
22,5,2,3
57,15,2,1
===== 62 =====
8,5,2,1
10,3,2,1
11,15,2,2
20,0,2,2
53,4,2,3
===== 63 =====
5,12,2,1
16,13,2,2
25,12,2,1
33,4,2,1
39,2,2,2
44,4,2,2
57,3,2,1
===== 64 =====
5,2,2,1
9,5,2,1
10,14,2,1
13,2,2,1
18,8,2,3
36,12,2,1
52,3,2,1
53,6,2,2
===== 65 =====
2,7,2,1
4,11,2,1
10,4,2,1
24,5,2,1
52,7,2,2
58,7,2,1
58,15,2,1
60,5,2,1
===== 66 =====
43,10,2,1
===== 67 =====
4,10,2,1
26,3,2,1
30,3,2,1
30,9,2,4
32,2,2,1
50,12,2,1
60,1,2,2
===== 68 =====
16,6,2,1
19,3,2,1
38,1,2,2
42,1,2,1
===== 69 =====
20,14,2,1
===== 70 =====
2,10,2,1
9,12,2,1
23,13,2,1
24,2,2,1
49,11,2,1
53,8,2,1
57,2,2,1
59,2,2,1
===== 71 =====
16,11,2,1
26,2,2,2
38,3,2,1
38,5,2,2
48,6,2,1
===== 72 =====
12,5,2,1
38,4,2,2
46,14,2,1
59,3,2,1
63,13,2,1
===== 73 =====
11,7,2,2
58,2,2,2
===== 74 =====
1,14,2,2
2,1,2,1
11,8,2,1
12,14,2,2
15,4,2,2
15,7,2,1
27,13,2,1
39,13,2,1
42,6,2,1
46,6,2,1
62,11,2,1
===== 75 =====
25,7,2,1
26,1,2,1
===== 76 =====
6,0,2,1
14,14,2,2
24,3,2,1
24,4,2,1
32,13,2,2
35,0,2,2
37,11,2,3
38,13,2,1
53,6,2,1
===== 77 =====
3,7,2,2
12,14,2,2
16,12,2,2
51,4,2,2
59,12,2,1
62,13,2,1
===== 78 =====
6,4,2,1
17,0,2,1
26,1,2,1
33,5,2,2
41,8,2,1
43,3,2,1
===== 79 =====
8,10,2,2
48,6,2,1
55,5,2,1
58,11,2,1
59,15,2,1
60,1,2,1
63,5,2,2
===== 80 =====
5,9,2,1
25,6,2,1
26,8,2,1
41,12,2,1
43,15,2,2
48,3,2,1
