# pearycli > acquire
# Software version: peary v0.11.0+555^g321e151d
# Firmware version: Firmware version: 0x00000000 (0/0/2000 0:0:0)
# Register state: 
# H2M: acq_mode:2, acq_start:0, analog_out_ctrl:0, bgr_iref_trim:3, bgr_res_0:2, bgr_res_1:1, bgr_res_2:1, conf:0, dac_ibias:32, dac_ikrum:32, dac_itrim:32, dac_vref:70, dac_vthr:78, dac_vtpulse:0, digital_out_ctrl:1, enable_bridge:255, latency:0, link_shutter_tp:1, matrix_ctrl:0, px_cnt_r_0:0, px_cnt_r_1:0, px_cnt_r_10:0, px_cnt_r_11:0, px_cnt_r_12:0, px_cnt_r_13:0, px_cnt_r_14:0, px_cnt_r_15:0, px_cnt_r_16:0, px_cnt_r_17:0, px_cnt_r_18:0, px_cnt_r_19:0, px_cnt_r_2:0, px_cnt_r_20:0, px_cnt_r_21:0, px_cnt_r_22:0, px_cnt_r_23:0, px_cnt_r_24:0, px_cnt_r_25:0, px_cnt_r_26:0, px_cnt_r_27:0, px_cnt_r_28:0, px_cnt_r_29:0, px_cnt_r_3:0, px_cnt_r_30:0, px_cnt_r_31:0, px_cnt_r_32:0, px_cnt_r_33:0, px_cnt_r_34:0, px_cnt_r_35:0, px_cnt_r_36:0, px_cnt_r_37:0, px_cnt_r_38:0, px_cnt_r_39:0, px_cnt_r_4:0, px_cnt_r_40:0, px_cnt_r_41:0, px_cnt_r_42:0, px_cnt_r_43:0, px_cnt_r_44:0, px_cnt_r_45:0, px_cnt_r_46:0, px_cnt_r_47:0, px_cnt_r_48:0, px_cnt_r_49:0, px_cnt_r_5:0, px_cnt_r_50:0, px_cnt_r_51:0, px_cnt_r_52:0, px_cnt_r_53:0, px_cnt_r_54:0, px_cnt_r_55:0, px_cnt_r_56:0, px_cnt_r_57:0, px_cnt_r_58:0, px_cnt_r_59:0, px_cnt_r_6:0, px_cnt_r_60:0, px_cnt_r_61:0, px_cnt_r_62:0, px_cnt_r_63:0, px_cnt_r_7:0, px_cnt_r_8:0, px_cnt_r_9:0, shutter_select:0, shutter_tp_lat:0, tp_num:10, tp_off:40, tp_on:40, tp_polarity:1, tp_sel_digital:0, 
# Timestamp: 15:48:44.143
===== 0 =====
0,0,2,1
1,11,2,254
1,14,2,254
2,8,2,8
2,11,2,254
3,7,2,6
5,2,2,1
7,13,2,2
8,9,2,29
9,5,2,1
10,2,2,1
10,6,2,41
10,9,2,1
11,12,2,5
12,1,2,41
13,12,2,1
14,14,2,2
15,0,2,1
16,4,2,1
17,2,2,254
19,9,2,2
20,2,2,2
22,1,2,1
23,1,2,254
23,10,2,1
25,4,2,1
26,14,2,1
28,15,2,2
29,0,2,254
29,4,2,1
29,5,2,1
29,9,2,1
29,12,2,2
31,4,2,46
33,9,2,1
34,9,2,1
35,5,2,1
35,14,2,254
38,0,2,1
38,6,2,1
39,2,2,254
41,14,2,25
43,5,2,254
43,9,2,237
43,15,2,254
45,9,2,1
47,9,2,14
47,12,2,1
47,14,2,1
48,6,2,1
48,8,2,254
50,6,2,1
50,8,2,1
50,13,2,1
50,14,2,254
51,5,2,4
53,7,2,254
53,13,2,254
53,15,2,1
54,2,2,41
55,4,2,1
57,6,2,1
57,11,2,2
61,10,2,1
61,11,2,1
61,12,2,254
63,14,2,2
===== 1 =====
0,1,2,1
0,12,2,1
0,13,2,1
1,11,2,254
1,14,2,254
2,8,2,6
2,11,2,254
3,7,2,7
6,12,2,2
6,13,2,1
8,8,2,1
8,9,2,25
9,11,2,1
9,13,2,1
10,6,2,41
11,12,2,6
12,1,2,29
12,9,2,1
13,15,2,3
15,8,2,1
17,2,2,73
18,11,2,1
19,9,2,1
19,10,2,2
19,13,2,2
23,1,2,254
23,9,2,1
24,2,2,1
24,10,2,1
25,10,2,2
26,13,2,1
26,14,2,1
28,1,2,2
29,0,2,254
29,2,2,2
31,4,2,70
32,11,2,1
33,1,2,1
34,3,2,1
35,0,2,1
35,5,2,1
35,14,2,254
37,3,2,1
39,2,2,254
39,3,2,2
41,2,2,1
41,14,2,28
43,2,2,2
43,5,2,254
43,6,2,1
43,9,2,238
43,15,2,254
45,8,2,1
46,12,2,1
47,9,2,18
48,8,2,254
50,14,2,254
51,3,2,2
51,5,2,17
51,7,2,1
51,12,2,1
52,0,2,1
52,1,2,1
53,0,2,2
53,7,2,254
53,9,2,1
53,13,2,254
54,2,2,55
54,3,2,2
54,7,2,1
55,0,2,2
56,12,2,1
59,0,2,3
59,8,2,2
61,12,2,254
62,0,2,1
===== 2 =====
1,11,2,254
1,14,2,254
2,8,2,8
2,11,2,254
2,14,2,1
3,7,2,5
4,3,2,1
5,12,2,1
6,15,2,1
7,7,2,1
8,9,2,14
10,6,2,47
11,12,2,3
12,1,2,32
15,8,2,1
15,12,2,1
16,9,2,1
17,2,2,81
17,5,2,1
18,2,2,2
20,15,2,1
22,1,2,3
22,2,2,1
22,3,2,1
23,1,2,254
25,13,2,47
27,15,2,1
28,13,2,1
29,0,2,254
29,12,2,2
30,3,2,1
31,4,2,68
31,13,2,1
32,2,2,1
34,14,2,2
35,0,2,1
35,13,2,1
35,14,2,254
36,15,2,2
39,2,2,254
41,14,2,32
43,5,2,254
43,9,2,200
43,14,2,1
43,15,2,254
44,12,2,1
45,15,2,1
46,11,2,1
46,13,2,1
47,9,2,12
47,15,2,1
48,8,2,254
49,1,2,1
49,9,2,1
50,6,2,1
50,14,2,254
51,3,2,1
51,5,2,3
53,2,2,1
53,7,2,254
53,13,2,254
54,2,2,53
54,7,2,1
55,9,2,1
56,4,2,1
59,5,2,2
59,6,2,1
60,5,2,1
61,10,2,1
61,12,2,254
62,3,2,1
62,4,2,1
===== 3 =====
0,0,2,2
0,10,2,1
1,11,2,254
1,14,2,254
2,7,2,1
2,8,2,3
2,11,2,254
3,7,2,8
4,11,2,1
5,8,2,1
5,15,2,1
6,3,2,2
6,12,2,2
7,5,2,1
7,10,2,1
8,7,2,1
8,8,2,1
8,9,2,16
9,4,2,1
9,9,2,1
10,6,2,58
10,7,2,1
12,1,2,44
13,11,2,1
14,4,2,1
17,2,2,68
19,2,2,1
19,3,2,1
19,13,2,2
20,8,2,1
21,14,2,1
22,13,2,2
23,1,2,254
23,15,2,1
24,15,2,1
26,14,2,3
27,2,2,2
29,0,2,254
31,4,2,79
31,5,2,1
32,6,2,2
33,13,2,1
35,13,2,1
35,14,2,254
39,2,2,254
41,14,2,30
43,5,2,254
43,9,2,215
43,15,2,254
44,13,2,1
47,9,2,14
48,3,2,1
48,8,2,254
50,14,2,254
51,5,2,6
52,4,2,1
53,7,2,254
53,10,2,1
53,13,2,254
54,2,2,52
56,12,2,1
56,14,2,1
59,4,2,1
60,1,2,2
60,7,2,1
61,12,2,254
===== 4 =====
0,0,2,2
1,11,2,254
1,14,2,254
2,8,2,10
2,11,2,254
3,7,2,10
